GENESIS-Tabelle: 31121-03-02-5-B
Baufertigstellungen: Wohnungen in Wohn- und;;;;;;
Nichtwohngebäuden (einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baufertigstellungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
13058018;Carlow;-;-;-;-;-
13058019;Cramonshagen;-;-;-;-;-
13058020;Dalberg-Wendelstorf;-;-;-;-;-
13058021;Damshagen;-;-;-;-;-
13058022;Dassow, Stadt;-;-;-;-;-
13058023;Dechow;-;-;-;-;-
13058025;Dorf Mecklenburg;-;-;-;-;-
13058026;Dragun;-;-;-;-;-
13058028;Gadebusch, Stadt;-;-;-;-;-
13058029;Gägelow;-;-;-;-;-
13058030;Glasin;-;-;-;-;-
13058031;Gottesgabe;-;-;-;-;-
13058032;Grambow;-;-;-;-;-
13058034;Grevesmühlen, Stadt;-;-;-;-;-
13058035;Grieben;-;-;-;-;-
13058038;Groß Molzahn;-;-;-;-;-
13058041;Groß Siemz;-;-;-;-;-
13058042;Groß Stieten;-;-;-;-;-
13058045;Hanshagen;-;-;-;-;-
13058047;Hohen Viecheln;-;-;-;-;-
13058048;Holdorf;-;-;-;-;-
13058049;Hornstorf;-;-;-;-;-
13058050;Insel Poel;-;-;-;-;-
13058051;Jesendorf;-;-;-;-;-
13058053;Klein Trebbow;-;-;-;-;-
13058054;Klütz, Stadt;-;-;-;-;-
13058055;Kneese;-;-;-;-;-
13058056;Köchelstorf;-;-;-;-;-
13058058;Krembz;-;-;-;-;-
13058059;Krusenhagen;-;-;-;-;-
13058060;Lockwisch;-;-;-;-;-
13058062;Lübberstorf;-;-;-;-;-
13058063;Lübow;-;-;-;-;-
13058064;Lübstorf;-;-;-;-;-
13058065;Lüdersdorf;-;-;-;-;-
13058066;Lützow;-;-;-;-;-
13058067;Mallentin;-;-;-;-;-
13058068;Menzendorf;-;-;-;-;-
13058069;Metelsdorf;-;-;-;-;-
13058071;Mühlen Eichsen;-;-;-;-;-
13058072;Nesow;-;-;-;-;-
13058073;Neuburg;-;-;-;-;-
13058074;Neukloster, Stadt;-;-;-;-;-
13058075;Niendorf;-;-;-;-;-
13058076;Papenhusen;-;-;-;-;-
13058078;Passee;-;-;-;-;-
13058079;Perlin;-;-;-;-;-
13058080;Pingelshagen;-;-;-;-;-
13058081;Plüschow;-;-;-;-;-
13058082;Pokrent;-;-;-;-;-
13058084;Rehna, Stadt;-;-;-;-;-
13058085;Renzow;-;-;-;-;-
13058086;Rieps;-;-;-;-;-
13058087;Roduchelstorf;-;-;-;-;-
13058088;Roggendorf;-;-;-;-;-
13058089;Roggenstorf;-;-;-;-;-
13058090;Rögnitz;-;-;-;-;-
13058091;Rüting;-;-;-;-;-
13058092;Schimm;-;-;-;-;-
13058093;Schlagsdorf;-;-;-;-;-
13058094;Schönberg, Stadt;-;-;-;-;-
13058095;Seehof;-;-;-;-;-
13058096;Selmsdorf;-;-;-;-;-
13058098;Testorf-Steinfort;-;-;-;-;-
13058099;Thandorf;-;-;-;-;-
13058100;Upahl;-;-;-;-;-
13058101;Utecht;-;-;-;-;-
13058102;Veelböken;-;-;-;-;-
13058103;Ventschow;-;-;-;-;-
13058104;Vitense;-;-;-;-;-
13058105;Warin, Stadt;-;-;-;-;-
13058106;Warnow;-;-;-;-;-
13058107;Wedendorf;-;-;-;-;-
13058108;Zickhusen;-;-;-;-;-
13058109;Zierow;-;-;-;-;-
13058110;Zurow;-;-;-;-;-
13058111;Züsow;-;-;-;-;-
13058112;Moor-Rolofshagen;-;-;-;-;-
13058113;Kalkhorst;-;-;-;-;-
13058114;Bobitz;-;-;-;-;-
13058115;Königsfeld;-;-;-;-;-
13058116;Hohenkirchen;-;-;-;-;-
13058117;Schildetal;-;-;-;-;-
13058118;Damshagen;-;-;-;-;-
13059002;Anklam, Stadt;-;-;-;-;-
13059003;Bandelin;-;-;-;-;-
13059005;Bargischow;-;-;-;-;-
13059006;Behrenhoff;-;-;-;-;-
13059007;Benz;-;-;-;-;-
13059008;Blesewitz;-;-;-;-;-
13059009;Boldekow;-;-;-;-;-
13059011;Brünzow;-;-;-;-;-
13059012;Buddenhagen;-;-;-;-;-
13059013;Bugewitz;-;-;-;-;-
13059014;Buggenhagen;-;-;-;-;-
13059015;Butzow;-;-;-;-;-
13059016;Dargelin;-;-;-;-;-
13059017;Dargen;-;-;-;-;-
13059018;Dersekow;-;-;-;-;-
13059019;Diedrichshagen;-;-;-;-;-
13059020;Drewelow;-;-;-;-;-
13059021;Ducherow;-;-;-;-;-
13059022;Garz;-;-;-;-;-
13059023;Gribow;-;-;-;-;-
13059025;Groß Kiesow;-;-;-;-;-
13059027;Groß Polzin;-;-;-;-;-
13059028;Gützkow, Stadt;-;-;-;-;-
13059029;Hanshagen;-;-;-;-;-
13059031;Hinrichshagen;-;-;-;-;-
13059032;Hohendorf;-;-;-;-;-
13059033;Iven;-;-;-;-;-
13059034;Japenzin;-;-;-;-;-
13059036;Kamminke;-;-;-;-;-
13059037;Karlsburg;-;-;-;-;-
13059038;Karlshagen;-;-;-;-;-
13059039;Katzow;-;-;-;-;-
13059040;Kemnitz;-;-;-;-;-
13059041;Klein Bünzow;-;-;-;-;-
13059042;Kölzin;-;-;-;-;-
13059043;Korswandt;-;-;-;-;-
13059044;Koserow;-;-;-;-;-
13059045;Krien;-;-;-;-;-
13059046;Kröslin;-;-;-;-;-
13059047;Krummin;-;-;-;-;-
13059048;Krusenfelde;-;-;-;-;-
13059049;Lassan, Stadt;-;-;-;-;-
13059050;Levenhagen;-;-;-;-;-
13059051;Liepen;-;-;-;-;-
13059052;Loddin;-;-;-;-;-
13059053;Loissin;-;-;-;-;-
13059054;Löwitz;-;-;-;-;-
13059055;Lubmin;-;-;-;-;-
13059057;Lühmannsdorf;-;-;-;-;-
13059058;Lüssow;-;-;-;-;-
13059059;Lütow;-;-;-;-;-
13059060;Medow;-;-;-;-;-
13059062;Mesekenhagen;-;-;-;-;-
13059063;Mölschow;-;-;-;-;-
13059065;Murchin;-;-;-;-;-
13059066;Neetzow;-;-;-;-;-
13059069;Neu Boltenhagen;-;-;-;-;-
13059070;Neu Kosenow;-;-;-;-;-
13059071;Neuendorf A;-;-;-;-;-
13059072;Neuendorf B;-;-;-;-;-
13059073;Neuenkirchen;-;-;-;-;-
13059074;Neuenkirchen;-;-;-;-;-
13059075;Peenemünde;-;-;-;-;-
13059076;Pelsin;-;-;-;-;-
13059077;Postlow;-;-;-;-;-
13059078;Pudagla;-;-;-;-;-
13059079;Pulow;-;-;-;-;-
13059080;Putzar;-;-;-;-;-
13059081;Rankwitz;-;-;-;-;-
13059083;Rathebur;-;-;-;-;-
13059084;Rossin;-;-;-;-;-
13059085;Rubenow;-;-;-;-;-
13059086;Rubkow;-;-;-;-;-
13059087;Sarnow;-;-;-;-;-
13059088;Sauzin;-;-;-;-;-
13059089;Schmatzin;-;-;-;-;-
13059091;Spantekow;-;-;-;-;-
13059093;Stolpe;-;-;-;-;-
13059094;Stolpe auf Usedom;-;-;-;-;-
13059095;Trassenheide;-;-;-;-;-
13059096;Ückeritz;-;-;-;-;-
13059097;Usedom, Stadt;-;-;-;-;-
13059098;Wackerow;-;-;-;-;-
13059099;Weitenhagen;-;-;-;-;-
13059100;Wietstock;-;-;-;-;-
13059101;Wolgast, Stadt;-;-;-;-;-
13059102;Wrangelsburg;-;-;-;-;-
13059103;Wusterhusen;-;-;-;-;-
13059104;Zemitz;-;-;-;-;-
13059105;Zempin;-;-;-;-;-
13059106;Ziethen;-;-;-;-;-
13059107;Zinnowitz;-;-;-;-;-
13059109;Zirchow;-;-;-;-;-
13059110;Züssow;-;-;-;-;-
13059111;Mellenthin;-;-;-;-;-
13059112;Heringsdorf;-;-;-;-;-
13060001;Banzkow;-;-;-;-;-
13060003;Barnin;-;-;-;-;-
13060004;Blankenberg;-;-;-;-;-
13060005;Borkow;-;-;-;-;-
13060006;Broock;-;-;-;-;-
13060007;Brüel, Stadt;-;-;-;-;-
13060008;Bülow;-;-;-;-;-
13060009;Cambs;-;-;-;-;-
13060010;Crivitz, Stadt;-;-;-;-;-
13060011;Dabel;-;-;-;-;-
13060012;Damm;-;-;-;-;-
13060013;Demen;-;-;-;-;-
13060014;Diestelow;-;-;-;-;-
13060015;Dobbertin;-;-;-;-;-
13060016;Domsühl;-;-;-;-;-
13060017;Friedrichsruhe;-;-;-;-;-
13060020;Ganzlin;-;-;-;-;-
13060021;Gischow;-;-;-;-;-
13060022;Gneven;-;-;-;-;-
13060024;Godern;-;-;-;-;-
13060025;Göhren;-;-;-;-;-
13060026;Goldberg, Stadt;-;-;-;-;-
13060027;Goldenstädt;-;-;-;-;-
13060028;Granzin;-;-;-;-;-
13060029;Grebbin;-;-;-;-;-
13060030;Groß Godems;-;-;-;-;-
13060032;Groß Niendorf;-;-;-;-;-
13060033;Herzberg;-;-;-;-;-
13060035;Hohen Pritz;-;-;-;-;-
13060036;Karbow-Vietlübbe;-;-;-;-;-
13060037;Karow;-;-;-;-;-
13060038;Karrenzin;-;-;-;-;-
13060039;Klinken;-;-;-;-;-
13060040;Kobrow;-;-;-;-;-
13060041;Kreien;-;-;-;-;-
13060042;Kritzow;-;-;-;-;-
13060045;Langen Brütz;-;-;-;-;-
13060046;Langen Jarchow;-;-;-;-;-
13060047;Langenhagen;-;-;-;-;-
13060048;Leezen;-;-;-;-;-
13060049;Lübz, Stadt;-;-;-;-;-
13060050;Lutheran;-;-;-;-;-
13060051;Marnitz;-;-;-;-;-
13060052;Matzlow-Garwitz;-;-;-;-;-
13060053;Mestlin;-;-;-;-;-
13060054;Mustin;-;-;-;-;-
13060055;Neu Poserin;-;-;-;-;-
13060056;Parchim, Stadt;-;-;-;-;-
13060057;Passow;-;-;-;-;-
13060059;Pinnow;-;-;-;-;-
13060060;Plate;-;-;-;-;-
13060061;Plau am See, Stadt;-;-;-;-;-
13060063;Raben Steinfeld;-;-;-;-;-
13060064;Raduhn;-;-;-;-;-
13060067;Rom;-;-;-;-;-
13060070;Severin;-;-;-;-;-
13060071;Siggelkow;-;-;-;-;-
13060072;Spornitz;-;-;-;-;-
13060073;Sternberg, Stadt;-;-;-;-;-
13060074;Stolpe;-;-;-;-;-
13060076;Suckow;-;-;-;-;-
13060077;Sukow;-;-;-;-;-
13060078;Techentin;-;-;-;-;-
13060079;Tessenow;-;-;-;-;-
13060080;Tramm;-;-;-;-;-
13060081;Wahlstorf;-;-;-;-;-
13060082;Weitendorf;-;-;-;-;-
13060083;Wendisch Priborn;-;-;-;-;-
13060084;Wendisch Waren;-;-;-;-;-
13060086;Werder;-;-;-;-;-
13060087;Wessin;-;-;-;-;-
13060088;Witzin;-;-;-;-;-
13060089;Zahrensdorf;-;-;-;-;-
13060090;Zapel;-;-;-;-;-
13060091;Ziegendorf;-;-;-;-;-
13060092;Zölkow;-;-;-;-;-
13060093;Gallin-Kuppentin;-;-;-;-;-
13060094;Barkhagen;-;-;-;-;-
13060095;Buchberg;-;-;-;-;-
13060096;Dobin am See;-;-;-;-;-
13060097;Kuhlen-Wendorf;-;-;-;-;-
13060098;Lewitzrand;-;-;-;-;-
13060099;Techentin;-;-;-;-;-
13061001;Altefähr;-;-;-;-;-
13061002;Altenkirchen;-;-;-;-;-
13061003;Baabe;-;-;-;-;-
13061004;Bergen auf Rügen, Stadt;-;-;-;-;-
13061005;Binz;-;-;-;-;-
13061006;Breege;-;-;-;-;-
13061007;Buschvitz;-;-;-;-;-
13061008;Dranske;-;-;-;-;-
13061009;Dreschvitz;-;-;-;-;-
13061010;Gager;-;-;-;-;-
13061011;Garz/Rügen, Stadt;-;-;-;-;-
13061012;Gingst;-;-;-;-;-
13061013;Glowe;-;-;-;-;-
13061014;Göhren;-;-;-;-;-
13061016;Gustow;-;-;-;-;-
13061017;Insel Hiddensee;-;-;-;-;-
13061019;Kluis;-;-;-;-;-
13061020;Lancken-Granitz;-;-;-;-;-
13061021;Lietzow;-;-;-;-;-
13061022;Lohme;-;-;-;-;-
13061023;Middelhagen;-;-;-;-;-
13061024;Neuenkirchen;-;-;-;-;-
13061025;Parchtitz;-;-;-;-;-
13061026;Patzig;-;-;-;-;-
13061027;Poseritz;-;-;-;-;-
13061028;Putbus, Stadt;-;-;-;-;-
13061029;Putgarten;-;-;-;-;-
13061030;Ralswiek;-;-;-;-;-
13061031;Rambin;-;-;-;-;-
13061032;Rappin;-;-;-;-;-
13061033;Sagard;-;-;-;-;-
13061034;Samtens;-;-;-;-;-
13061035;Sassnitz, Stadt;-;-;-;-;-
13061036;Schaprode;-;-;-;-;-
13061037;Sehlen;-;-;-;-;-
13061038;Sellin;-;-;-;-;-
13061039;Thesenvitz;-;-;-;-;-
13061040;Thiessow;-;-;-;-;-
13061041;Trent;-;-;-;-;-
13061042;Ummanz;-;-;-;-;-
13061043;Wiek;-;-;-;-;-
13061044;Zirkow;-;-;-;-;-
13062001;Ahlbeck;-;-;-;-;-
13062002;Altwarp;-;-;-;-;-
13062003;Altwigshagen;-;-;-;-;-
13062005;Bergholz;-;-;-;-;-
13062007;Blankensee;-;-;-;-;-
13062008;Blumenhagen;-;-;-;-;-
13062009;Boock;-;-;-;-;-
13062010;Brietzig;-;-;-;-;-
13062011;Damerow;-;-;-;-;-
13062012;Eggesin, Stadt;-;-;-;-;-
13062013;Fahrenwalde;-;-;-;-;-
13062014;Ferdinandshof;-;-;-;-;-
13062016;Glasow;-;-;-;-;-
13062017;Grambin;-;-;-;-;-
13062018;Grambow;-;-;-;-;-
13062019;Groß Luckow;-;-;-;-;-
13062021;Hammer a. d. Uecker;-;-;-;-;-
13062022;Heinrichsruh;-;-;-;-;-
13062023;Heinrichswalde;-;-;-;-;-
13062024;Hintersee;-;-;-;-;-
13062025;Jatznick;-;-;-;-;-
13062026;Klein Luckow;-;-;-;-;-
13062027;Koblentz;-;-;-;-;-
13062028;Krackow;-;-;-;-;-
13062029;Krugsdorf;-;-;-;-;-
13062031;Leopoldshagen;-;-;-;-;-
13062032;Liepgarten;-;-;-;-;-
13062033;Löcknitz;-;-;-;-;-
13062034;Luckow;-;-;-;-;-
13062036;Meiersberg;-;-;-;-;-
13062038;Mönkebude;-;-;-;-;-
13062039;Nadrensee;-;-;-;-;-
13062040;Nieden;-;-;-;-;-
13062042;Papendorf;-;-;-;-;-
13062043;Pasewalk, Stadt;-;-;-;-;-
13062044;Penkun, Stadt;-;-;-;-;-
13062045;Plöwen;-;-;-;-;-
13062046;Polzow;-;-;-;-;-
13062047;Ramin;-;-;-;-;-
13062049;Rollwitz;-;-;-;-;-
13062050;Rossow;-;-;-;-;-
13062051;Rothemühl;-;-;-;-;-
13062052;Rothenklempenow;-;-;-;-;-
13062053;Schönwalde;-;-;-;-;-
13062056;Strasburg (Uckermark), Stadt;-;-;-;-;-
13062057;Torgelow-Holländerei;-;-;-;-;-
13062058;Torgelow, Stadt;-;-;-;-;-
13062059;Ueckermünde, Stadt;-;-;-;-;-
13062060;Viereck;-;-;-;-;-
13062061;Vogelsang-Warsin;-;-;-;-;-
13062062;Wilhelmsburg;-;-;-;-;-
13062064;Zerrenthin;-;-;-;-;-
13062065;Züsedom;-;-;-;-;-
13062066;Lübs;-;-;-;-;-
13071001;Alt Schwerin;5;1;0;2;2
13071002;Altenhagen;0;0;0;0;0
13071003;Altenhof;0;0;0;0;0
13071004;Altentreptow, Stadt;5;0;0;1;4
13071005;Ankershagen;0;0;0;0;0
13071006;Bartow;0;0;0;0;0
13071007;Basedow;1;1;-1;1;0
13071008;Beggerow;1;0;0;1;0
13071009;Beseritz;0;0;0;0;0
13071010;Blankenhof;2;0;0;0;2
13071011;Blankensee;0;0;0;0;0
13071012;Blumenholz;0;0;0;0;0
13071013;Bollewick;13;0;1;7;5
13071014;Borrentin;4;4;0;0;0
13071015;Bredenfelde;0;0;0;0;0
13071016;Breesen;0;0;0;0;0
13071017;Breest;0;0;0;0;0
13071018;Briggow;1;0;0;0;1
13071019;Brunn;1;0;0;0;1
13071020;Buchholz;3;3;-1;1;0
13071021;Burg Stargard, Stadt;13;0;5;1;7
13071022;Burow;7;1;4;1;1
13071023;Bütow;3;0;0;1;2
13071024;Cammin;-;-;-;-;-
13071025;Carpin;1;-1;0;2;0
13071026;Cölpin;4;0;0;3;1
13071027;Dargun, Stadt;19;14;0;1;4
13071028;Datzetal;0;0;0;0;0
13071029;Demmin, Hansestadt;5;0;1;0;4
13071030;Duckow;0;0;0;0;0
13071031;Eichhorst;-;-;-;-;-
13071032;Faulenrost;0;0;0;0;0
13071033;Feldberger Seenlandschaft;16;0;4;4;8
13071034;Fincken;0;0;0;0;0
13071035;Friedland, Stadt;4;0;0;-1;5
13071036;Fünfseen;2;0;0;1;1
13071037;Galenbeck;0;0;0;0;0
13071038;Genzkow;0;0;0;0;0
13071039;Gielow;0;0;0;0;0
13071040;Glienke;-;-;-;-;-
13071041;Gnevkow;0;0;0;0;0
13071042;Godendorf;0;0;0;0;0
13071043;Göhren-Lebbin;14;0;2;6;6
13071044;Golchen;0;0;0;0;0
13071045;Gotthun;0;0;0;-1;1
13071046;Grabow-Below;0;0;0;0;0
13071047;Grabowhöfe;0;1;-1;0;0
13071048;Grammentin;0;0;0;0;0
13071049;Grapzow;0;0;0;0;0
13071050;Grischow;1;0;0;0;1
13071051;Groß Dratow;-;-;-;-;-
13071052;Groß Gievitz;-;-;-;-;-
13071053;Groß Kelle;0;0;0;0;0
13071054;Groß Miltzow;1;0;0;0;1
13071055;Groß Nemerow;3;1;0;0;2
13071056;Groß Plasten;1;0;0;0;1
13071057;Groß Teetzleben;2;0;0;0;2
13071058;Grünow;1;0;0;0;1
13071059;Gültz;1;0;0;-1;2
13071060;Gülzow;0;0;0;0;0
13071061;Helpt;-;-;-;-;-
13071062;Hinrichshagen;-;-;-;-;-
13071063;Hohen Wangelin;0;0;0;0;0
13071064;Hohenbollentin;0;0;0;0;0
13071065;Hohenmocker;0;0;0;0;0
13071066;Hohenzieritz;1;0;0;0;1
13071067;Holldorf;0;0;0;0;0
13071068;Ivenack;0;0;0;0;0
13071069;Jabel;1;0;0;1;0
13071070;Jürgenstorf;0;0;0;0;0
13071071;Kargow;0;0;0;0;0
13071072;Kentzlin;0;0;0;0;0
13071073;Kieve;1;1;0;0;0
13071074;Kittendorf;1;0;0;0;1
13071075;Klein Vielen;0;0;0;0;0
13071076;Kletzin;1;0;0;0;1
13071077;Klink;2;0;0;1;1
13071078;Klocksin;0;0;0;0;0
13071079;Knorrendorf;0;0;0;0;0
13071080;Kratzeburg;1;0;0;0;1
13071081;Kriesow;0;0;-1;0;1
13071082;Krukow;-;-;-;-;-
13071083;Kublank;0;0;0;0;0
13071084;Kummerow;3;0;0;0;3
13071085;Lansen-Schönau;-;-;-;-;-
13071086;Lapitz;-;-;-;-;-
13071087;Lärz;2;-1;1;1;1
13071088;Leizen;1;0;0;1;0
13071089;Lindenberg;0;0;0;0;0
13071090;Lindetal;0;0;0;0;0
13071091;Ludorf;3;0;0;0;3
13071092;Malchin, Stadt;56;32;17;5;2
13071093;Malchow, Stadt;10;6;1;0;3
13071094;Mallin;-;-;-;-;-
13071095;Massow;0;0;0;0;0
13071096;Meesiger;0;0;0;0;0
13071097;Melz;-1;0;0;0;-1
13071098;Mildenitz;-;-;-;-;-
13071099;Mirow, Stadt;5;1;1;1;2
13071100;Möllenbeck;1;0;0;1;0
13071101;Möllenhagen;4;0;0;3;1
13071102;Mölln;2;0;1;0;1
13071103;Moltzow;0;0;0;0;0
13071104;Neddemin;2;0;0;1;1
13071105;Neetzka;0;0;0;0;0
13071106;Neu Gaarz;-;-;-;-;-
13071107;Neubrandenburg, Stadt;97;24;38;15;20
13071108;Neuenkirchen;0;0;0;0;0
13071109;Neukalen, Stadt;19;18;0;0;1
13071110;Neustrelitz, Stadt;28;-1;7;10;12
13071111;Neverin;1;0;0;0;1
13071112;Nossendorf;0;0;0;0;0
13071113;Nossentiner Hütte;0;0;0;0;0
13071114;Penkow;0;0;0;0;0
13071115;Penzlin, Stadt;6;0;0;0;6
13071116;Petersdorf;0;0;0;0;0
13071117;Pragsdorf;0;0;0;0;0
13071118;Priborn;2;0;0;0;2
13071119;Priepert;3;1;2;0;0
13071120;Pripsleben;0;0;0;0;0
13071121;Puchow;-;-;-;-;-
13071122;Rechlin;5;0;0;0;5
13071123;Ritzerow;2;0;0;0;2
13071124;Röbel/Müritz, Stadt;25;5;7;6;7
13071125;Röckwitz;2;0;-1;2;1
13071126;Roggentin;-;-;-;-;-
13071127;Rosenow;9;1;6;0;2
13071128;Sarow;0;0;0;0;0
13071129;Schloen;-;-;-;-;-
13071130;Schönbeck;0;0;0;0;0
13071131;Schönfeld;0;0;0;0;0
13071132;Schönhausen;0;0;0;0;0
13071133;Schwarz;0;1;0;0;-1
13071134;Schwinkendorf;-;-;-;-;-
13071135;Siedenbollentin;1;0;0;0;1
13071136;Siedenbrünzow;0;0;0;0;0
13071137;Sietow;0;0;0;0;0
13071138;Silz;0;0;0;0;0
13071139;Sommersdorf;0;0;0;0;0
13071140;Sponholz;0;0;0;0;0
13071141;Staven;1;0;0;1;0
13071142;Stavenhagen, Reuterstadt, Stadt;10;1;1;5;3
13071143;Stuer;0;0;0;0;0
13071144;Torgelow am See;2;0;0;0;2
13071145;Trollenhagen;1;0;1;0;0
13071146;Tützpatz;0;0;0;0;0
13071147;Userin;0;0;0;0;0
13071148;Utzedel;1;0;0;1;0
13071149;Varchentin;0;0;0;0;0
13071150;Verchen;0;0;0;0;0
13071151;Vielist;-;-;-;-;-
13071152;Vipperow;1;0;0;-1;2
13071153;Voigtsdorf;0;0;0;0;0
13071154;Vollrathsruhe;0;0;0;0;0
13071155;Walow;0;0;0;0;0
13071156;Waren (Müritz), Stadt;53;34;5;3;11
13071157;Warrenzin;0;0;0;0;0
13071158;Werder;0;0;0;0;0
13071159;Wesenberg, Stadt;7;0;1;1;5
13071160;Wildberg;0;0;0;0;0
13071161;Woggersin;1;0;0;0;1
13071162;Wokuhl-Dabelow;2;0;0;1;1
13071163;Wolde;1;0;0;0;1
13071164;Woldegk, Stadt;3;0;1;0;2
13071165;Wredenhagen;2;0;0;0;2
13071166;Wulkenzin;6;0;0;0;6
13071167;Wustrow;1;0;1;0;0
13071168;Zepkow;0;0;0;0;0
13071169;Zettemin;2;0;0;0;2
13071170;Zirzow;0;0;0;0;0
13071171;Zislow;1;0;0;0;1
13071172;Peenehagen;0;0;0;0;0
13071173;Kuckssee;1;0;1;0;0
13071174;Schloen-Dratow;3;0;0;2;1
13072001;Admannshagen-Bargeshagen;21;0;1;5;15
13072002;Alt Bukow;1;0;0;1;0
13072003;Alt Sührkow;0;0;0;0;0
13072004;Altkalen;8;8;0;0;0
13072005;Am Salzhaff;4;1;0;0;3
13072006;Bad Doberan, Stadt;81;1;10;36;34
13072007;Bartenshagen-Parkentin;5;0;0;2;3
13072008;Bastorf;5;0;-1;3;3
13072009;Baumgarten;0;0;0;0;0
13072010;Behren-Lübchin;1;0;0;0;1
13072011;Benitz;1;0;0;-1;2
13072012;Bentwisch;5;3;0;1;1
13072013;Bernitt;1;1;0;0;0
13072014;Biendorf;5;0;5;0;0
13072015;Blankenhagen;1;0;-1;1;1
13072016;Boddin;0;0;0;0;0
13072017;Börgerende-Rethwisch;25;4;15;8;-2
13072018;Bröbberow;4;1;1;-1;3
13072019;Broderstorf;21;0;1;2;18
13072020;Bützow, Stadt;14;0;3;7;4
13072021;Cammin;1;0;0;0;1
13072022;Carinerland;0;0;0;0;0
13072023;Dahmen;0;0;0;0;0
13072024;Dalkendorf;0;0;0;0;0
13072025;Diekhof;1;0;0;0;1
13072026;Dobbin-Linstow;1;0;0;0;1
13072027;Dolgen am See;0;-2;0;2;0
13072028;Dreetz;0;0;0;0;0
13072029;Dummerstorf;18;1;0;6;11
13072030;Elmenhorst/Lichtenhagen;8;0;0;1;7
13072031;Finkenthal;1;0;1;0;0
13072032;Gelbensande;1;0;0;0;1
13072033;Glasewitz;0;0;0;0;0
13072034;Gnewitz;0;0;0;0;0
13072035;Gnoien, Stadt;0;0;0;0;0
13072036;Graal-Müritz;10;6;2;-1;3
13072037;Grammow;0;0;0;0;0
13072038;Groß Roge;0;0;0;0;0
13072039;Groß Schwiesow;0;0;0;0;0
13072040;Groß Wokern;1;0;0;0;1
13072041;Groß Wüstenfelde;1;0;0;1;0
13072042;Gülzow-Prüzen;2;0;0;0;2
13072043;Güstrow, Stadt;39;4;7;10;18
13072044;Gutow;3;0;0;0;3
13072045;Hohen Demzin;1;0;0;0;1
13072046;Hohen Sprenz;3;0;0;1;2
13072047;Hohenfelde;0;0;0;0;0
13072048;Hoppenrade;1;0;0;0;1
13072049;Jördenstorf;0;0;0;0;0
13072050;Jürgenshagen;1;0;0;0;1
13072051;Kassow;0;0;0;0;0
13072052;Kirch Mulsow;0;0;0;0;0
13072053;Klein Belitz;1;0;0;0;1
13072054;Klein Kussewitz;3;0;0;3;0
13072055;Klein Upahl;0;0;0;0;0
13072056;Krakow am See, Stadt;8;0;6;0;2
13072057;Kritzmow;97;1;14;29;53
13072058;Kröpelin, Stadt;12;2;0;0;10
13072059;Kuchelmiß;0;0;0;0;0
13072060;Kühlungsborn, Stadt;63;4;18;20;21
13072061;Kuhs;0;0;0;0;0
13072062;Laage, Stadt;11;0;1;1;9
13072063;Lalendorf;1;0;0;0;1
13072064;Lambrechtshagen;20;10;6;1;3
13072065;Langhagen;-;-;-;-;-
13072066;Lelkendorf;1;0;1;0;0
13072067;Lohmen;0;0;0;0;0
13072068;Lühburg;0;0;0;0;0
13072069;Lüssow;1;0;0;1;0
13072070;Mandelshagen;-;-;-;-;-
13072071;Mistorf;1;0;0;0;1
13072072;Mönchhagen;25;1;1;3;20
13072073;Mühl Rosin;4;1;0;0;3
13072074;Neubukow, Stadt;12;4;4;5;-1
13072075;Nienhagen;5;-4;-2;7;4
13072076;Nustrow;0;0;0;0;0
13072077;Papendorf;1;0;-1;-1;3
13072078;Penzin;0;0;0;0;0
13072079;Plaaz;0;0;0;0;0
13072080;Pölchow;2;0;1;0;1
13072081;Poppendorf;2;0;0;0;2
13072082;Prebberede;0;0;0;-1;1
13072083;Reddelich;3;1;0;1;1
13072084;Reimershagen;0;0;0;0;0
13072085;Rerik, Stadt;21;1;2;4;14
13072086;Retschow;1;0;0;1;0
13072087;Roggentin;4;-1;2;2;1
13072088;Rövershagen;13;-1;2;2;10
13072089;Rühn;1;0;0;1;0
13072090;Rukieten;0;0;0;0;0
13072091;Sanitz;21;0;0;9;12
13072092;Sarmstorf;1;0;0;1;0
13072093;Satow;14;2;1;3;8
13072094;Schorssow;0;0;0;0;0
13072095;Schwaan, Stadt;13;-1;4;4;6
13072096;Schwasdorf;0;0;0;0;0
13072097;Selpin;0;0;0;0;0
13072098;Stäbelow;2;1;0;-2;3
13072099;Steffenshagen;1;0;1;0;0
13072100;Steinfeld;-;-;-;-;-
13072101;Steinhagen;3;0;0;0;3
13072102;Stubbendorf;0;0;0;0;0
13072103;Sukow-Levitzow;2;0;0;0;2
13072104;Tarnow;2;0;0;0;2
13072105;Tessin, Stadt;10;0;1;2;7
13072106;Teterow, Stadt;6;0;0;1;5
13072107;Thelkow;0;0;0;0;0
13072108;Thulendorf;5;0;1;2;2
13072109;Thürkow;1;0;1;0;0
13072110;Vorbeck;0;0;0;0;0
13072111;Walkendorf;0;0;0;0;0
13072112;Wardow;3;0;0;1;2
13072113;Warnkenhagen;0;0;0;0;0
