GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
13059057;Lühmannsdorf;-;-;-;-;-;-
13059058;Lüssow;-;-;-;-;-;-
13059059;Lütow;-;-;-;-;-;-
13059060;Medow;-;-;-;-;-;-
13059062;Mesekenhagen;-;-;-;-;-;-
13059063;Mölschow;-;-;-;-;-;-
13059065;Murchin;-;-;-;-;-;-
13059066;Neetzow;-;-;-;-;-;-
13059069;Neu Boltenhagen;-;-;-;-;-;-
13059070;Neu Kosenow;-;-;-;-;-;-
13059071;Neuendorf A;-;-;-;-;-;-
13059072;Neuendorf B;-;-;-;-;-;-
13059073;Neuenkirchen;-;-;-;-;-;-
13059074;Neuenkirchen;-;-;-;-;-;-
13059075;Peenemünde;-;-;-;-;-;-
13059076;Pelsin;-;-;-;-;-;-
13059077;Postlow;-;-;-;-;-;-
13059078;Pudagla;-;-;-;-;-;-
13059079;Pulow;-;-;-;-;-;-
13059080;Putzar;-;-;-;-;-;-
13059081;Rankwitz;-;-;-;-;-;-
13059083;Rathebur;-;-;-;-;-;-
13059084;Rossin;-;-;-;-;-;-
13059085;Rubenow;-;-;-;-;-;-
13059086;Rubkow;-;-;-;-;-;-
13059087;Sarnow;-;-;-;-;-;-
13059088;Sauzin;-;-;-;-;-;-
13059089;Schmatzin;-;-;-;-;-;-
13059091;Spantekow;-;-;-;-;-;-
13059093;Stolpe;-;-;-;-;-;-
13059094;Stolpe auf Usedom;-;-;-;-;-;-
13059095;Trassenheide;-;-;-;-;-;-
13059096;Ückeritz;-;-;-;-;-;-
13059097;Usedom, Stadt;-;-;-;-;-;-
13059098;Wackerow;-;-;-;-;-;-
13059099;Weitenhagen;-;-;-;-;-;-
13059100;Wietstock;-;-;-;-;-;-
13059101;Wolgast, Stadt;-;-;-;-;-;-
13059102;Wrangelsburg;-;-;-;-;-;-
13059103;Wusterhusen;-;-;-;-;-;-
13059104;Zemitz;-;-;-;-;-;-
13059105;Zempin;-;-;-;-;-;-
13059106;Ziethen;-;-;-;-;-;-
13059107;Zinnowitz;-;-;-;-;-;-
13059109;Zirchow;-;-;-;-;-;-
13059110;Züssow;-;-;-;-;-;-
13059111;Mellenthin;-;-;-;-;-;-
13059112;Heringsdorf;-;-;-;-;-;-
13060001;Banzkow;-;-;-;-;-;-
13060003;Barnin;-;-;-;-;-;-
13060004;Blankenberg;-;-;-;-;-;-
13060005;Borkow;-;-;-;-;-;-
13060006;Broock;-;-;-;-;-;-
13060007;Brüel, Stadt;-;-;-;-;-;-
13060008;Bülow;-;-;-;-;-;-
13060009;Cambs;-;-;-;-;-;-
13060010;Crivitz, Stadt;-;-;-;-;-;-
13060011;Dabel;-;-;-;-;-;-
13060012;Damm;-;-;-;-;-;-
13060013;Demen;-;-;-;-;-;-
13060014;Diestelow;-;-;-;-;-;-
13060015;Dobbertin;-;-;-;-;-;-
13060016;Domsühl;-;-;-;-;-;-
13060017;Friedrichsruhe;-;-;-;-;-;-
13060020;Ganzlin;-;-;-;-;-;-
13060021;Gischow;-;-;-;-;-;-
13060022;Gneven;-;-;-;-;-;-
13060024;Godern;-;-;-;-;-;-
13060025;Göhren;-;-;-;-;-;-
13060026;Goldberg, Stadt;-;-;-;-;-;-
13060027;Goldenstädt;-;-;-;-;-;-
13060028;Granzin;-;-;-;-;-;-
13060029;Grebbin;-;-;-;-;-;-
13060030;Groß Godems;-;-;-;-;-;-
13060032;Groß Niendorf;-;-;-;-;-;-
13060033;Herzberg;-;-;-;-;-;-
13060035;Hohen Pritz;-;-;-;-;-;-
13060036;Karbow-Vietlübbe;-;-;-;-;-;-
13060037;Karow;-;-;-;-;-;-
13060038;Karrenzin;-;-;-;-;-;-
13060039;Klinken;-;-;-;-;-;-
13060040;Kobrow;-;-;-;-;-;-
13060041;Kreien;-;-;-;-;-;-
13060042;Kritzow;-;-;-;-;-;-
13060045;Langen Brütz;-;-;-;-;-;-
13060046;Langen Jarchow;-;-;-;-;-;-
13060047;Langenhagen;-;-;-;-;-;-
13060048;Leezen;-;-;-;-;-;-
13060049;Lübz, Stadt;-;-;-;-;-;-
13060050;Lutheran;-;-;-;-;-;-
13060051;Marnitz;-;-;-;-;-;-
13060052;Matzlow-Garwitz;-;-;-;-;-;-
13060053;Mestlin;-;-;-;-;-;-
13060054;Mustin;-;-;-;-;-;-
13060055;Neu Poserin;-;-;-;-;-;-
13060056;Parchim, Stadt;-;-;-;-;-;-
13060057;Passow;-;-;-;-;-;-
13060059;Pinnow;-;-;-;-;-;-
13060060;Plate;-;-;-;-;-;-
13060061;Plau am See, Stadt;-;-;-;-;-;-
13060063;Raben Steinfeld;-;-;-;-;-;-
13060064;Raduhn;-;-;-;-;-;-
13060067;Rom;-;-;-;-;-;-
13060070;Severin;-;-;-;-;-;-
13060071;Siggelkow;-;-;-;-;-;-
13060072;Spornitz;-;-;-;-;-;-
13060073;Sternberg, Stadt;-;-;-;-;-;-
13060074;Stolpe;-;-;-;-;-;-
13060076;Suckow;-;-;-;-;-;-
13060077;Sukow;-;-;-;-;-;-
13060078;Techentin;-;-;-;-;-;-
13060079;Tessenow;-;-;-;-;-;-
13060080;Tramm;-;-;-;-;-;-
13060081;Wahlstorf;-;-;-;-;-;-
13060082;Weitendorf;-;-;-;-;-;-
13060083;Wendisch Priborn;-;-;-;-;-;-
13060084;Wendisch Waren;-;-;-;-;-;-
13060086;Werder;-;-;-;-;-;-
13060087;Wessin;-;-;-;-;-;-
13060088;Witzin;-;-;-;-;-;-
13060089;Zahrensdorf;-;-;-;-;-;-
13060090;Zapel;-;-;-;-;-;-
13060091;Ziegendorf;-;-;-;-;-;-
13060092;Zölkow;-;-;-;-;-;-
13060093;Gallin-Kuppentin;-;-;-;-;-;-
13060094;Barkhagen;-;-;-;-;-;-
13060095;Buchberg;-;-;-;-;-;-
13060096;Dobin am See;-;-;-;-;-;-
13060097;Kuhlen-Wendorf;-;-;-;-;-;-
13060098;Lewitzrand;-;-;-;-;-;-
13060099;Techentin;-;-;-;-;-;-
13061001;Altefähr;-;-;-;-;-;-
13061002;Altenkirchen;-;-;-;-;-;-
13061003;Baabe;-;-;-;-;-;-
13061004;Bergen auf Rügen, Stadt;-;-;-;-;-;-
13061005;Binz;-;-;-;-;-;-
13061006;Breege;-;-;-;-;-;-
13061007;Buschvitz;-;-;-;-;-;-
13061008;Dranske;-;-;-;-;-;-
13061009;Dreschvitz;-;-;-;-;-;-
13061010;Gager;-;-;-;-;-;-
13061011;Garz/Rügen, Stadt;-;-;-;-;-;-
13061012;Gingst;-;-;-;-;-;-
13061013;Glowe;-;-;-;-;-;-
13061014;Göhren;-;-;-;-;-;-
13061016;Gustow;-;-;-;-;-;-
13061017;Insel Hiddensee;-;-;-;-;-;-
13061019;Kluis;-;-;-;-;-;-
13061020;Lancken-Granitz;-;-;-;-;-;-
13061021;Lietzow;-;-;-;-;-;-
13061022;Lohme;-;-;-;-;-;-
13061023;Middelhagen;-;-;-;-;-;-
13061024;Neuenkirchen;-;-;-;-;-;-
13061025;Parchtitz;-;-;-;-;-;-
13061026;Patzig;-;-;-;-;-;-
13061027;Poseritz;-;-;-;-;-;-
13061028;Putbus, Stadt;-;-;-;-;-;-
13061029;Putgarten;-;-;-;-;-;-
13061030;Ralswiek;-;-;-;-;-;-
13061031;Rambin;-;-;-;-;-;-
13061032;Rappin;-;-;-;-;-;-
13061033;Sagard;-;-;-;-;-;-
13061034;Samtens;-;-;-;-;-;-
13061035;Sassnitz, Stadt;-;-;-;-;-;-
13061036;Schaprode;-;-;-;-;-;-
13061037;Sehlen;-;-;-;-;-;-
13061038;Sellin;-;-;-;-;-;-
13061039;Thesenvitz;-;-;-;-;-;-
13061040;Thiessow;-;-;-;-;-;-
13061041;Trent;-;-;-;-;-;-
13061042;Ummanz;-;-;-;-;-;-
13061043;Wiek;-;-;-;-;-;-
13061044;Zirkow;-;-;-;-;-;-
13062001;Ahlbeck;-;-;-;-;-;-
13062002;Altwarp;-;-;-;-;-;-
13062003;Altwigshagen;-;-;-;-;-;-
13062005;Bergholz;-;-;-;-;-;-
13062007;Blankensee;-;-;-;-;-;-
13062008;Blumenhagen;-;-;-;-;-;-
13062009;Boock;-;-;-;-;-;-
13062010;Brietzig;-;-;-;-;-;-
13062011;Damerow;-;-;-;-;-;-
13062012;Eggesin, Stadt;-;-;-;-;-;-
13062013;Fahrenwalde;-;-;-;-;-;-
13062014;Ferdinandshof;-;-;-;-;-;-
13062016;Glasow;-;-;-;-;-;-
13062017;Grambin;-;-;-;-;-;-
13062018;Grambow;-;-;-;-;-;-
13062019;Groß Luckow;-;-;-;-;-;-
13062021;Hammer a. d. Uecker;-;-;-;-;-;-
13062022;Heinrichsruh;-;-;-;-;-;-
13062023;Heinrichswalde;-;-;-;-;-;-
13062024;Hintersee;-;-;-;-;-;-
13062025;Jatznick;-;-;-;-;-;-
13062026;Klein Luckow;-;-;-;-;-;-
13062027;Koblentz;-;-;-;-;-;-
13062028;Krackow;-;-;-;-;-;-
13062029;Krugsdorf;-;-;-;-;-;-
13062031;Leopoldshagen;-;-;-;-;-;-
13062032;Liepgarten;-;-;-;-;-;-
13062033;Löcknitz;-;-;-;-;-;-
13062034;Luckow;-;-;-;-;-;-
13062036;Meiersberg;-;-;-;-;-;-
13062038;Mönkebude;-;-;-;-;-;-
13062039;Nadrensee;-;-;-;-;-;-
13062040;Nieden;-;-;-;-;-;-
13062042;Papendorf;-;-;-;-;-;-
13062043;Pasewalk, Stadt;-;-;-;-;-;-
13062044;Penkun, Stadt;-;-;-;-;-;-
13062045;Plöwen;-;-;-;-;-;-
13062046;Polzow;-;-;-;-;-;-
13062047;Ramin;-;-;-;-;-;-
13062049;Rollwitz;-;-;-;-;-;-
13062050;Rossow;-;-;-;-;-;-
13062051;Rothemühl;-;-;-;-;-;-
13062052;Rothenklempenow;-;-;-;-;-;-
13062053;Schönwalde;-;-;-;-;-;-
13062056;Strasburg (Uckermark), Stadt;-;-;-;-;-;-
13062057;Torgelow-Holländerei;-;-;-;-;-;-
13062058;Torgelow, Stadt;-;-;-;-;-;-
13062059;Ueckermünde, Stadt;-;-;-;-;-;-
13062060;Viereck;-;-;-;-;-;-
13062061;Vogelsang-Warsin;-;-;-;-;-;-
13062062;Wilhelmsburg;-;-;-;-;-;-
13062064;Zerrenthin;-;-;-;-;-;-
13062065;Züsedom;-;-;-;-;-;-
13062066;Lübs;-;-;-;-;-;-
13071001;Alt Schwerin;11;7;4;0;0;7
13071002;Altenhagen;3;2;1;0;0;2
13071003;Altenhof;1;1;0;0;0;1
13071004;Altentreptow, Stadt;23;15;5;3;0;21
13071005;Ankershagen;2;2;0;0;0;2
13071006;Bartow;1;1;0;0;1;0
13071007;Basedow;1;1;0;0;0;1
13071008;Beggerow;0;0;0;0;0;0
13071009;Beseritz;0;0;0;0;0;0
13071010;Blankenhof;0;0;0;0;0;0
13071011;Blankensee;4;2;2;0;0;2
13071012;Blumenholz;6;6;0;0;1;7
13071013;Bollewick;1;1;0;0;0;2
13071014;Borrentin;1;1;0;0;0;1
13071015;Bredenfelde;0;0;0;0;0;0
13071016;Breesen;3;2;0;1;0;2
13071017;Breest;6;5;1;0;0;7
13071018;Briggow;2;1;1;0;0;1
13071019;Brunn;5;4;1;0;0;7
13071020;Buchholz;1;0;1;0;0;0
13071021;Burg Stargard, Stadt;11;9;2;0;1;13
13071022;Burow;4;3;1;0;0;4
13071023;Bütow;4;3;1;0;0;5
13071024;Cammin;-;-;-;-;-;-
13071025;Carpin;4;2;1;1;0;2
13071026;Cölpin;3;1;2;0;0;1
13071027;Dargun, Stadt;13;9;2;2;1;11
13071028;Datzetal;3;2;1;0;0;3
13071029;Demmin, Hansestadt;40;30;8;2;0;34
13071030;Duckow;0;0;0;0;0;0
13071031;Eichhorst;-;-;-;-;-;-
13071032;Faulenrost;1;1;0;0;0;1
13071033;Feldberger Seenlandschaft;15;12;2;1;0;19
13071034;Fincken;0;0;0;0;0;0
13071035;Friedland, Stadt;19;10;7;2;0;12
13071036;Fünfseen;5;2;3;0;0;2
13071037;Galenbeck;2;2;0;0;0;3
13071038;Genzkow;0;0;0;0;0;0
13071039;Gielow;3;3;0;0;0;4
13071040;Glienke;-;-;-;-;-;-
13071041;Gnevkow;0;0;0;0;0;0
13071042;Godendorf;1;1;0;0;0;1
13071043;Göhren-Lebbin;4;2;2;0;0;3
13071044;Golchen;1;0;1;0;0;0
13071045;Gotthun;2;2;0;0;0;2
13071046;Grabow-Below;3;2;1;0;0;3
13071047;Grabowhöfe;5;5;0;0;0;8
13071048;Grammentin;1;1;0;0;0;1
13071049;Grapzow;3;3;0;0;0;3
13071050;Grischow;0;0;0;0;0;0
13071051;Groß Dratow;-;-;-;-;-;-
13071052;Groß Gievitz;-;-;-;-;-;-
13071053;Groß Kelle;1;1;0;0;0;1
13071054;Groß Miltzow;12;6;6;0;0;13
13071055;Groß Nemerow;3;3;0;0;2;3
13071056;Groß Plasten;7;4;3;0;0;6
13071057;Groß Teetzleben;1;1;0;0;0;1
13071058;Grünow;0;0;0;0;0;0
13071059;Gültz;0;0;0;0;0;0
13071060;Gülzow;3;3;0;0;0;3
13071061;Helpt;-;-;-;-;-;-
13071062;Hinrichshagen;-;-;-;-;-;-
13071063;Hohen Wangelin;1;1;0;0;0;1
13071064;Hohenbollentin;0;0;0;0;0;0
13071065;Hohenmocker;1;1;0;0;0;1
13071066;Hohenzieritz;2;2;0;0;0;2
13071067;Holldorf;1;1;0;0;0;1
13071068;Ivenack;4;3;0;1;0;3
13071069;Jabel;5;4;1;0;0;5
13071070;Jürgenstorf;1;1;0;0;0;3
13071071;Kargow;6;4;2;0;0;5
13071072;Kentzlin;0;0;0;0;0;0
13071073;Kieve;1;1;0;0;0;1
13071074;Kittendorf;2;2;0;0;0;2
13071075;Klein Vielen;1;1;0;0;0;2
13071076;Kletzin;0;0;0;0;0;0
13071077;Klink;12;10;2;0;0;12
13071078;Klocksin;3;1;1;1;0;1
13071079;Knorrendorf;4;2;1;1;0;2
13071080;Kratzeburg;0;0;0;0;0;0
13071081;Kriesow;0;0;0;0;0;0
13071082;Krukow;-;-;-;-;-;-
13071083;Kublank;3;2;1;0;0;3
13071084;Kummerow;0;0;0;0;0;0
13071085;Lansen-Schönau;-;-;-;-;-;-
13071086;Lapitz;-;-;-;-;-;-
13071087;Lärz;3;2;1;0;0;2
13071088;Leizen;6;5;1;0;0;10
13071089;Lindenberg;1;1;0;0;0;1
13071090;Lindetal;6;4;2;0;0;5
13071091;Ludorf;3;3;0;0;0;4
13071092;Malchin, Stadt;35;30;5;0;0;36
13071093;Malchow, Stadt;26;17;8;1;0;21
13071094;Mallin;-;-;-;-;-;-
13071095;Massow;1;1;0;0;0;1
13071096;Meesiger;0;0;0;0;0;0
13071097;Melz;2;2;0;0;0;2
13071098;Mildenitz;-;-;-;-;-;-
13071099;Mirow, Stadt;16;14;2;0;0;22
13071100;Möllenbeck;5;4;0;1;0;6
13071101;Möllenhagen;6;5;1;0;0;9
13071102;Mölln;2;2;0;0;0;2
13071103;Moltzow;4;3;0;1;0;3
13071104;Neddemin;4;2;2;0;0;2
13071105;Neetzka;1;1;0;0;0;1
13071106;Neu Gaarz;-;-;-;-;-;-
13071107;Neubrandenburg, Stadt;209;173;25;11;3;205
13071108;Neuenkirchen;6;4;2;0;0;5
13071109;Neukalen, Stadt;4;4;0;0;0;6
13071110;Neustrelitz, Stadt;85;72;10;3;0;85
13071111;Neverin;8;4;4;0;0;4
13071112;Nossendorf;0;0;0;0;0;0
13071113;Nossentiner Hütte;10;6;3;1;0;8
13071114;Penkow;2;1;1;0;0;2
13071115;Penzlin, Stadt;19;12;6;1;0;18
13071116;Petersdorf;2;2;0;0;0;2
13071117;Pragsdorf;1;1;0;0;0;2
13071118;Priborn;2;1;1;0;0;1
13071119;Priepert;0;0;0;0;0;0
13071120;Pripsleben;2;1;1;0;0;1
13071121;Puchow;-;-;-;-;-;-
13071122;Rechlin;11;10;1;0;0;13
13071123;Ritzerow;1;1;0;0;0;2
13071124;Röbel/Müritz, Stadt;28;19;6;3;0;22
13071125;Röckwitz;0;0;0;0;0;0
13071126;Roggentin;-;-;-;-;-;-
13071127;Rosenow;4;0;2;2;0;0
13071128;Sarow;3;2;1;0;0;4
13071129;Schloen;-;-;-;-;-;-
13071130;Schönbeck;2;1;1;0;0;1
13071131;Schönfeld;0;0;0;0;0;0
13071132;Schönhausen;4;2;2;0;0;2
13071133;Schwarz;0;0;0;0;0;0
13071134;Schwinkendorf;-;-;-;-;-;-
13071135;Siedenbollentin;1;0;0;1;0;0
13071136;Siedenbrünzow;1;0;1;0;0;0
13071137;Sietow;7;3;4;0;0;3
13071138;Silz;1;1;0;0;0;1
13071139;Sommersdorf;0;0;0;0;0;0
13071140;Sponholz;4;2;1;1;0;4
13071141;Staven;1;0;1;0;0;0
13071142;Stavenhagen, Reuterstadt, Stadt;18;15;2;1;1;16
13071143;Stuer;1;1;0;0;0;2
13071144;Torgelow am See;2;1;1;0;0;1
13071145;Trollenhagen;4;2;2;0;0;2
13071146;Tützpatz;1;0;1;0;0;0
13071147;Userin;3;3;0;0;0;3
13071148;Utzedel;3;3;0;0;0;3
13071149;Varchentin;1;1;0;0;0;1
13071150;Verchen;2;2;0;0;0;2
13071151;Vielist;-;-;-;-;-;-
13071152;Vipperow;6;4;2;0;0;4
13071153;Voigtsdorf;3;1;2;0;0;2
13071154;Vollrathsruhe;0;0;0;0;0;0
13071155;Walow;4;4;0;0;0;5
13071156;Waren (Müritz), Stadt;103;78;18;7;0;88
13071157;Warrenzin;1;0;1;0;0;0
13071158;Werder;7;7;0;0;0;10
13071159;Wesenberg, Stadt;12;12;0;0;1;15
13071160;Wildberg;4;3;0;1;0;3
13071161;Woggersin;1;1;0;0;0;2
13071162;Wokuhl-Dabelow;2;1;1;0;0;1
13071163;Wolde;3;3;0;0;0;4
13071164;Woldegk, Stadt;26;20;4;2;0;20
13071165;Wredenhagen;4;4;0;0;0;6
13071166;Wulkenzin;4;2;2;0;0;3
13071167;Wustrow;1;1;0;0;0;1
13071168;Zepkow;1;1;0;0;0;1
13071169;Zettemin;0;0;0;0;0;0
13071170;Zirzow;1;0;1;0;0;0
13071171;Zislow;0;0;0;0;0;0
13071172;Peenehagen;2;1;1;0;0;1
13071173;Kuckssee;0;0;0;0;0;0
13071174;Schloen-Dratow;5;4;1;0;0;5
13072001;Admannshagen-Bargeshagen;12;8;4;0;0;9
13072002;Alt Bukow;0;0;0;0;0;0
13072003;Alt Sührkow;1;1;0;0;0;1
13072004;Altkalen;2;2;0;0;0;2
13072005;Am Salzhaff;0;0;0;0;0;0
13072006;Bad Doberan, Stadt;59;41;13;5;0;50
13072007;Bartenshagen-Parkentin;4;3;0;1;0;3
13072008;Bastorf;11;10;1;0;0;12
13072009;Baumgarten;6;4;2;0;0;5
13072010;Behren-Lübchin;4;4;0;0;0;5
13072011;Benitz;1;0;1;0;0;0
13072012;Bentwisch;24;17;6;1;0;20
13072013;Bernitt;8;6;2;0;0;8
13072014;Biendorf;3;3;0;0;0;3
13072015;Blankenhagen;0;0;0;0;0;0
13072016;Boddin;0;0;0;0;0;0
13072017;Börgerende-Rethwisch;7;7;0;0;0;9
13072018;Bröbberow;0;0;0;0;0;0
13072019;Broderstorf;9;6;3;0;0;6
13072020;Bützow, Stadt;36;28;3;5;1;28
13072021;Cammin;3;1;2;0;0;1
13072022;Carinerland;4;1;3;0;0;2
13072023;Dahmen;1;1;0;0;0;4
13072024;Dalkendorf;0;0;0;0;0;0
13072025;Diekhof;1;0;1;0;0;0
13072026;Dobbin-Linstow;7;3;4;0;0;7
13072027;Dolgen am See;8;6;1;1;0;8
13072028;Dreetz;2;2;0;0;0;3
13072029;Dummerstorf;48;27;18;3;0;39
13072030;Elmenhorst/Lichtenhagen;18;13;4;1;1;12
13072031;Finkenthal;0;0;0;0;0;0
13072032;Gelbensande;3;3;0;0;0;3
13072033;Glasewitz;2;2;0;0;0;2
13072034;Gnewitz;0;0;0;0;0;0
13072035;Gnoien, Stadt;6;3;2;1;0;4
13072036;Graal-Müritz;11;11;0;0;1;10
13072037;Grammow;4;3;1;0;0;5
13072038;Groß Roge;3;1;2;0;0;1
13072039;Groß Schwiesow;1;1;0;0;0;1
13072040;Groß Wokern;9;6;3;0;0;8
13072041;Groß Wüstenfelde;2;2;0;0;0;2
13072042;Gülzow-Prüzen;6;4;1;1;0;4
13072043;Güstrow, Stadt;115;93;11;11;1;109
13072044;Gutow;5;4;1;0;1;3
13072045;Hohen Demzin;1;1;0;0;1;1
13072046;Hohen Sprenz;1;0;1;0;0;0
13072047;Hohenfelde;3;3;0;0;0;5
13072048;Hoppenrade;3;2;1;0;0;3
13072049;Jördenstorf;2;0;2;0;0;0
13072050;Jürgenshagen;22;9;12;1;0;14
13072051;Kassow;2;2;0;0;0;2
13072052;Kirch Mulsow;0;0;0;0;0;0
13072053;Klein Belitz;1;1;0;0;0;1
13072054;Klein Kussewitz;1;1;0;0;0;1
13072055;Klein Upahl;0;0;0;0;0;0
13072056;Krakow am See, Stadt;10;7;2;1;2;10
13072057;Kritzmow;13;10;3;0;0;16
13072058;Kröpelin, Stadt;33;24;8;1;2;28
13072059;Kuchelmiß;4;3;1;0;0;4
13072060;Kühlungsborn, Stadt;48;42;4;2;0;54
13072061;Kuhs;5;3;2;0;1;2
13072062;Laage, Stadt;25;23;2;0;1;33
13072063;Lalendorf;15;12;3;0;0;13
13072064;Lambrechtshagen;16;10;5;1;0;15
13072065;Langhagen;-;-;-;-;-;-
13072066;Lelkendorf;1;1;0;0;0;1
13072067;Lohmen;3;2;1;0;0;6
13072068;Lühburg;0;0;0;0;0;0
13072069;Lüssow;3;1;1;1;1;6
13072070;Mandelshagen;-;-;-;-;-;-
13072071;Mistorf;2;2;0;0;0;4
13072072;Mönchhagen;7;5;1;1;0;8
13072073;Mühl Rosin;1;1;0;0;0;1
13072074;Neubukow, Stadt;14;10;2;2;0;15
13072075;Nienhagen;2;1;1;0;0;2
13072076;Nustrow;0;0;0;0;0;0
13072077;Papendorf;10;8;2;0;1;10
13072078;Penzin;1;1;0;0;0;2
13072079;Plaaz;9;5;4;0;0;15
13072080;Pölchow;14;6;8;0;0;11
13072081;Poppendorf;3;1;2;0;0;2
13072082;Prebberede;3;1;2;0;0;1
13072083;Reddelich;3;3;0;0;0;3
13072084;Reimershagen;0;0;0;0;0;0
13072085;Rerik, Stadt;12;9;2;1;0;10
13072086;Retschow;3;3;0;0;0;5
13072087;Roggentin;17;8;8;1;0;12
13072088;Rövershagen;18;14;4;0;0;24
13072089;Rühn;2;1;1;0;0;2
13072090;Rukieten;0;0;0;0;0;0
13072091;Sanitz;25;19;4;2;0;25
13072092;Sarmstorf;3;3;0;0;0;3
13072093;Satow;32;21;11;0;1;30
13072094;Schorssow;1;1;0;0;0;1
13072095;Schwaan, Stadt;12;10;0;2;0;14
13072096;Schwasdorf;0;0;0;0;0;0
13072097;Selpin;8;4;3;1;1;5
13072098;Stäbelow;8;5;3;0;0;7
13072099;Steffenshagen;4;3;1;0;0;5
13072100;Steinfeld;-;-;-;-;-;-
13072101;Steinhagen;2;2;0;0;0;2
13072102;Stubbendorf;0;0;0;0;0;0
13072103;Sukow-Levitzow;0;0;0;0;0;0
13072104;Tarnow;4;2;2;0;0;2
13072105;Tessin, Stadt;15;10;4;1;2;13
13072106;Teterow, Stadt;37;30;5;2;0;38
13072107;Thelkow;0;0;0;0;0;0
13072108;Thulendorf;2;2;0;0;0;3
13072109;Thürkow;3;2;1;0;0;2
13072110;Vorbeck;0;0;0;0;0;0
13072111;Walkendorf;0;0;0;0;0;0
13072112;Wardow;2;2;0;0;0;2
13072113;Warnkenhagen;0;0;0;0;0;0
13072114;Warnow;2;1;1;0;0;1
13072115;Wasdow;-;-;-;-;-;-
13072116;Wiendorf;1;1;0;0;0;1
13072117;Wittenbeck;5;3;1;1;0;3
13072118;Zarnewanz;1;1;0;0;0;2
13072119;Zehna;3;3;0;0;1;2
13072120;Zepelin;1;1;0;0;0;2
13072121;Ziesendorf;23;16;6;1;1;32
13073001;Ahrenshagen-Daskow;5;3;2;0;0;3
13073002;Ahrenshoop;6;4;2;0;0;6
13073003;Altefähr;18;16;2;0;1;33
13073004;Altenkirchen;6;6;0;0;0;9
13073005;Altenpleen;1;1;0;0;0;1
13073006;Baabe;3;3;0;0;0;4
13073007;Bad Sülze, Stadt;2;1;1;0;0;1
13073008;Bartelshagen II b. Barth;-;-;-;-;-;-
13073009;Barth, Stadt;31;21;9;1;0;24
13073010;Bergen auf Rügen, Stadt;55;48;7;0;0;66
13073011;Binz;31;22;6;3;0;25
13073012;Born a. Darß;3;2;1;0;0;2
13073013;Breege;2;2;0;0;0;6
13073014;Buschvitz;1;1;0;0;0;1
13073015;Dettmannsdorf;0;0;0;0;0;0
13073016;Deyelsdorf;1;1;0;0;0;1
13073017;Dierhagen;10;8;2;0;0;9
13073018;Divitz-Spoldershagen;7;5;2;0;0;9
13073019;Dranske;4;3;1;0;0;3
13073020;Drechow;2;2;0;0;0;2
13073021;Dreschvitz;2;2;0;0;0;3
13073022;Eixen;5;2;2;1;0;3
13073023;Elmenhorst;2;1;1;0;0;1
13073024;Franzburg, Stadt;8;3;4;1;0;3
13073025;Fuhlendorf;5;3;2;0;0;3
13073026;Gager;0;0;0;0;0;0
13073027;Garz/Rügen, Stadt;7;5;2;0;0;6
13073028;Gingst;5;4;0;1;1;11
13073029;Glewitz;1;1;0;0;0;1
13073030;Glowe;7;3;4;0;0;5
13073031;Göhren;4;3;0;1;0;3
13073032;Grammendorf;1;1;0;0;0;3
13073033;Gransebieth;4;3;1;0;0;11
13073034;Gremersdorf-Buchholz;3;2;1;0;0;2
13073035;Grimmen, Stadt;38;28;8;2;0;32
13073036;Groß Kordshagen;7;5;2;0;0;6
13073037;Groß Mohrdorf;2;2;0;0;0;2
13073038;Gustow;8;8;0;0;0;13
13073039;Hugoldsdorf;0;0;0;0;0;0
13073040;Insel Hiddensee;3;3;0;0;0;3
13073041;Jakobsdorf;2;2;0;0;0;2
13073042;Karnin;3;1;2;0;0;1
13073043;Kenz-Küstrow;6;2;4;0;0;2
13073044;Klausdorf;2;0;2;0;0;0
13073045;Kluis;4;1;3;0;0;6
13073046;Kramerhof;14;9;3;2;1;14
13073047;Kummerow;1;0;0;1;0;0
13073048;Lancken-Granitz;3;1;2;0;0;1
13073049;Lietzow;4;2;2;0;0;2
13073050;Lindholz;6;5;1;0;0;9
13073051;Löbnitz;9;4;5;0;0;6
13073052;Lohme;2;1;1;0;0;4
13073053;Lüdershagen;0;0;0;0;0;0
13073054;Lüssow;10;9;1;0;2;14
13073055;Marlow, Stadt;20;14;4;2;1;22
13073056;Middelhagen;3;3;0;0;0;3
13073057;Millienhagen-Oebelitz;2;1;1;0;0;1
13073058;Neu Bartelshagen;1;1;0;0;0;1
13073059;Neuenkirchen;0;0;0;0;0;0
13073060;Niepars;5;2;3;0;0;4
13073061;Pantelitz;3;2;1;0;0;7
13073062;Papenhagen;3;1;1;1;0;1
13073063;Parchtitz;4;4;0;0;0;5
13073064;Patzig;4;3;1;0;0;4
13073065;Poseritz;9;6;3;0;1;7
13073066;Preetz;3;3;0;0;0;7
13073067;Prerow;3;3;0;0;0;4
