GENESIS-Tabelle: 42111-01-04-5-B
Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen;;;;;
und Erden: Betriebe, Beschäftigte - Stichtag: 30.09. -;;;;;
regionale Ebenen;;;;;
Verarbeitendes Gewerbe - Jahre ab 2009 mit WZ2008;;;;;
;;;Betriebe;Beschäftigte;Bruttoentgelte
;;;Anzahl;Anzahl;Tsd. EUR
30.09.2010;0713306019;Burgsponheim;0;0;0
30.09.2010;0713306021;Dalberg;0;0;0
30.09.2010;0713306027;Duchroth;-;-;-
30.09.2010;0713306033;Gebroth;0;0;0
30.09.2010;0713306036;Gutenberg;0;0;0
30.09.2010;0713306040;Hargesheim;0;0;0
30.09.2010;0713306044;Hergenfeld;0;0;0
30.09.2010;0713306048;Hüffelsheim;0;0;0
30.09.2010;0713306061;Mandel;1;.;.
30.09.2010;0713306068;Münchwald;0;0;0
30.09.2010;0713306070;Niederhausen;-;-;-
30.09.2010;0713306071;Norheim;-;-;-
30.09.2010;0713306074;Oberhausen an d.Nahe;-;-;-
30.09.2010;0713306075;Oberstreit;0;0;0
30.09.2010;0713306086;Roxheim;0;0;0
30.09.2010;0713306088;Sankt Katharinen;0;0;0
30.09.2010;0713306089;Schloßböckelheim;0;0;0
30.09.2010;0713306098;Sommerloch;1;.;.
30.09.2010;0713306099;Spabrücken;1;.;.
30.09.2010;0713306100;Spall;0;0;0
30.09.2010;0713306101;Sponheim;0;0;0
30.09.2010;0713306105;Traisen;-;-;-
30.09.2010;0713306107;Waldböckelheim;2;.;.
30.09.2010;0713306109;Wallhausen, Kr Bad Kreuznach;0;0;0
30.09.2010;0713306112;Weinsheim, Kr Bad Kreuznach;0;0;0
30.09.2010;0713306115;Winterbach, Kr Bad Kreuznach;0;0;0
30.09.2010;0713306117;Rüdesheim;1;.;.
30.09.2010;0713307;Bad Sobernheim, Verbandsgem.;15;1696;71392
30.09.2010;0713307005;Auen;0;0;0
30.09.2010;0713307009;Bärweiler;0;0;0
30.09.2010;0713307022;Daubach, Hunsrück;0;0;0
30.09.2010;0713307050;Ippenschied;0;0;0
30.09.2010;0713307053;Kirschroth;0;0;0
30.09.2010;0713307055;Langenthal;0;0;0
30.09.2010;0713307057;Lauschied;0;0;0
30.09.2010;0713307062;Martinstein;1;.;.
30.09.2010;0713307064;Meddersheim;0;0;0
30.09.2010;0713307066;Merxheim;0;0;0
30.09.2010;0713307067;Monzingen;4;.;.
30.09.2010;0713307072;Nußbaum;1;.;.
30.09.2010;0713307076;Odernheim am Glan;0;0;0
30.09.2010;0713307082;Rehbach;0;0;0
30.09.2010;0713307094;Seesbach;0;0;0
30.09.2010;0713307102;Staudernheim;0;0;0
30.09.2010;0713307111;Weiler bei Monzingen;0;0;0
30.09.2010;0713307116;Winterburg;0;0;0
30.09.2010;0713307501;Bad Sobernheim;9;.;.
30.09.2010;0713308;Stromberg, Verbandsgem.;8;456;14068
30.09.2010;0713308023;Daxweiler;0;0;0
30.09.2010;0713308025;Dörrebach;0;0;0
30.09.2010;0713308028;Eckenroth;0;0;0
30.09.2010;0713308085;Roth b Stromberg, Hunsrück;0;0;0
30.09.2010;0713308091;Schöneberg, Hunsrück;0;0;0
30.09.2010;0713308093;Schweppenhausen;1;.;.
30.09.2010;0713308095;Seibersbach;0;0;0
30.09.2010;0713308103;Stromberg;4;.;.
30.09.2010;0713308108;Waldlaubersheim;3;.;.
30.09.2010;0713308110;Warmsroth;0;0;0
30.09.2010;0713400045;Idar-Oberstein, verbandsfr. Gemeinde;31;2559;76817
30.09.2010;0713401;Baumholder, Verbandsgem.;2;.;.
30.09.2010;0713401005;Baumholder;1;.;.
30.09.2010;0713401007;Berglangenbach;0;0;0
30.09.2010;0713401008;Berschweiler bei Baumholder;0;0;0
30.09.2010;0713401021;Eckersweiler;0;0;0
30.09.2010;0713401026;Fohren-Linden;0;0;0
30.09.2010;0713401027;Frauenberg;1;.;.
30.09.2010;0713401033;Hahnweiler;0;0;0
30.09.2010;0713401036;Heimbach, Nahe;0;0;0
30.09.2010;0713401051;Leitzweiler;0;0;0
30.09.2010;0713401054;Mettweiler;0;0;0
30.09.2010;0713401068;Reichenbach, Kr Birkenfeld, Nahe;0;0;0
30.09.2010;0713401073;Rohrbach, Nahe;0;0;0
30.09.2010;0713401074;Rückweiler;0;0;0
30.09.2010;0713401075;Ruschberg;0;0;0
30.09.2010;0713402;Birkenfeld, Verbandsgem.;15;.;.
30.09.2010;0713402001;Abentheuer;0;0;0
30.09.2010;0713402002;Achtelsbach;0;0;0
30.09.2010;0713402010;Birkenfeld, Nahe;5;.;.
30.09.2010;0713402011;Börfink;0;0;0
30.09.2010;0713402015;Brücken;1;.;.
30.09.2010;0713402016;Buhlenberg;0;0;0
30.09.2010;0713402018;Dambach;0;0;0
30.09.2010;0713402020;Dienstweiler;0;0;0
30.09.2010;0713402022;Elchweiler;0;0;0
30.09.2010;0713402023;Ellenberg b Birkenfeld, Nahe;2;.;.
30.09.2010;0713402024;Ellweiler;0;0;0
30.09.2010;0713402029;Gimbweiler;0;0;0
30.09.2010;0713402031;Gollenberg;0;0;0
30.09.2010;0713402034;Hattgenstein;0;0;0
30.09.2010;0713402042;Hoppstädten-Weiersbach;1;.;.
30.09.2010;0713402048;Kronweiler;1;.;.
30.09.2010;0713402050;Leisel;0;0;0
30.09.2010;0713402053;Meckenbach Kr Birkenfeld, Nahe;0;0;0
30.09.2010;0713402057;Niederbrombach;0;0;0
30.09.2010;0713402058;Niederhambach;0;0;0
30.09.2010;0713402061;Nohen;0;0;0
30.09.2010;0713402062;Oberbrombach;0;0;0
30.09.2010;0713402063;Oberhambach;0;0;0
30.09.2010;0713402070;Rimsberg;0;0;0
30.09.2010;0713402071;Rinzenberg;0;0;0
30.09.2010;0713402072;Rötsweiler-Nockenthal;1;.;.
30.09.2010;0713402078;Schmißberg;0;0;0
30.09.2010;0713402080;Schwollen;3;.;.
30.09.2010;0713402084;Siesbach;0;0;0
30.09.2010;0713402085;Sonnenberg-Winnenberg;0;0;0
30.09.2010;0713402094;Wilzenberg-Hußweiler;1;.;.
30.09.2010;0713403;Herrstein, Verbandsgem.;13;706;18584
30.09.2010;0713403003;Allenbach;0;0;0
30.09.2010;0713403006;Bergen b Kirn, Nahe;0;0;0
30.09.2010;0713403009;Berschweiler bei Kirn;0;0;0
30.09.2010;0713403013;Breitenthal  b Idar Oberstein;0;0;0
30.09.2010;0713403014;Bruchweiler;0;0;0
30.09.2010;0713403019;Dickesbach;0;0;0
30.09.2010;0713403025;Fischbach b Idar-Oberstein;0;0;0
30.09.2010;0713403028;Gerach b Idar-Oberstein;0;0;0
30.09.2010;0713403032;Griebelschied;0;0;0
30.09.2010;0713403038;Herborn b Idar-Oberstein;0;0;0
30.09.2010;0713403039;Herrstein;2;.;.
30.09.2010;0713403040;Hettenrodt;0;0;0
30.09.2010;0713403041;Hintertiefenbach;0;0;0
30.09.2010;0713403046;Kempfeld;2;.;.
30.09.2010;0713403047;Kirschweiler;2;.;.
30.09.2010;0713403052;Mackenrodt;0;0;0
30.09.2010;0713403055;Mittelreidenbach;0;0;0
30.09.2010;0713403056;Mörschied;2;.;.
30.09.2010;0713403059;Niederhosenbach;0;0;0
30.09.2010;0713403060;Niederwörresbach;1;.;.
30.09.2010;0713403064;Oberhosenbach;0;0;0
30.09.2010;0713403066;Oberreidenbach;1;.;.
30.09.2010;0713403067;Oberwörresbach;0;0;0
30.09.2010;0713403077;Schmidthachenbach;0;0;0
30.09.2010;0713403081;Sensweiler;0;0;0
30.09.2010;0713403082;Sien;1;.;.
30.09.2010;0713403083;Sienhachenbach;0;0;0
30.09.2010;0713403086;Sonnschied;0;0;0
30.09.2010;0713403089;Veitsrodt;1;.;.
30.09.2010;0713403090;Vollmersbach;1;.;.
30.09.2010;0713403091;Weiden;0;0;0
30.09.2010;0713403093;Wickenrodt;0;0;0
30.09.2010;0713403095;Wirschweiler;0;0;0
30.09.2010;0713403502;Langweiler b Idar-Oberstein;0;0;0
30.09.2010;0713404;Rhaunen, Verbandsgem.;2;.;.
30.09.2010;0713404004;Asbach, Hunsrück;0;0;0
30.09.2010;0713404012;Bollenbach;0;0;0
30.09.2010;0713404017;Bundenbach;1;.;.
30.09.2010;0713404030;Gösenroth;0;0;0
30.09.2010;0713404035;Hausen, Hunsrück;0;0;0
30.09.2010;0713404037;Hellertshausen;0;0;0
30.09.2010;0713404043;Horbruch;0;0;0
30.09.2010;0713404044;Hottenbach;0;0;0
30.09.2010;0713404049;Krummenau;0;0;0
30.09.2010;0713404065;Oberkirn;0;0;0
30.09.2010;0713404069;Rhaunen;0;0;0
30.09.2010;0713404076;Schauren b Idar-Oberstein;0;0;0
30.09.2010;0713404079;Schwerbach;0;0;0
30.09.2010;0713404087;Stipshausen;1;.;.
30.09.2010;0713404088;Sulzbach b Idar-Oberstein;0;0;0
30.09.2010;0713404092;Weitersbach;0;0;0
30.09.2010;0713500020;Cochem, verbandsfr. Gemeinde;-;-;-
30.09.2010;0713501;Cochem-Land, Verbandsgem.;4;.;.
30.09.2010;0713501007;Beilstein, Mosel;0;0;0
30.09.2010;0713501012;Bremm;0;0;0
30.09.2010;0713501015;Briedern;0;0;0
30.09.2010;0713501017;Bruttig-Fankel;0;0;0
30.09.2010;0713501020;Cochem, Stadt;2;.;.
30.09.2010;0713501021;Dohr;1;.;.
30.09.2010;0713501024;Ediger-Eller;0;0;0
30.09.2010;0713501025;Ellenz-Poltersdorf;0;0;0
30.09.2010;0713501027;Ernst;0;0;0
30.09.2010;0713501029;Faid;0;0;0
30.09.2010;0713501036;Greimersburg;0;0;0
30.09.2010;0713501049;Klotten;0;0;0
30.09.2010;0713501053;Lieg;-;-;-
30.09.2010;0713501056;Lütz;-;-;-
30.09.2010;0713501060;Mesenich;0;0;0
30.09.2010;0713501065;Moselkern;-;-;-
30.09.2010;0713501066;Müden (Mosel);-;-;-
30.09.2010;0713501069;Nehren, Mosel;0;0;0
30.09.2010;0713501072;Pommern;-;-;-
30.09.2010;0713501079;Senheim;0;0;0
30.09.2010;0713501082;Treis-Karden;-;-;-
30.09.2010;0713501086;Valwig;1;.;.
30.09.2010;0713501090;Wirfus;0;0;0
30.09.2010;0713502;Kaisersesch, Verbandsgem.;3;.;.
30.09.2010;0713502009;Binningen;-;-;-
30.09.2010;0713502011;Brachtendorf;0;0;0
30.09.2010;0713502014;Brieden;-;-;-
30.09.2010;0713502016;Brohl;-;-;-
30.09.2010;0713502022;Dünfus;-;-;-
30.09.2010;0713502023;Düngenheim;0;0;0
30.09.2010;0713502026;Eppenberg;0;0;0
30.09.2010;0713502028;Eulgem;0;0;0
30.09.2010;0713502031;Forst (Eifel);-;-;-
30.09.2010;0713502033;Gamlen;0;0;0
30.09.2010;0713502038;Hambuch;0;0;0
30.09.2010;0713502040;Hauroth;0;0;0
30.09.2010;0713502042;Illerich;0;0;0
30.09.2010;0713502043;Kaifenheim;0;0;0
30.09.2010;0713502044;Kail;-;-;-
30.09.2010;0713502045;Kaisersesch;2;.;.
30.09.2010;0713502046;Kalenborn b Kaisersesch;0;0;0
30.09.2010;0713502051;Landkern;0;0;0
30.09.2010;0713502052;Laubach, Eifel;0;0;0
30.09.2010;0713502058;Masburg;1;.;.
30.09.2010;0713502062;Möntenich;-;-;-
30.09.2010;0713502067;Müllenbach b Mayen;0;0;0
30.09.2010;0713502075;Roes;-;-;-
30.09.2010;0713502084;Urmersbach;0;0;0
30.09.2010;0713502093;Zettingen;0;0;0
30.09.2010;0713502502;Leienkaul;0;0;0
30.09.2010;0713503;Ulmen, Verbandsgem.;5;.;.
30.09.2010;0713503002;Alflen;1;.;.
30.09.2010;0713503005;Auderath;0;0;0
30.09.2010;0713503008;Beuren, Eifel;0;0;0
30.09.2010;0713503018;Büchel b Cochem;2;.;.
30.09.2010;0713503030;Filz;0;0;0
30.09.2010;0713503034;Gevenich;0;0;0
30.09.2010;0713503035;Gillenbeuren;0;0;0
30.09.2010;0713503048;Kliding;0;0;0
30.09.2010;0713503057;Lutzerath;0;0;0
30.09.2010;0713503078;Schmitt;0;0;0
30.09.2010;0713503083;Ulmen;2;.;.
30.09.2010;0713503085;Urschmitt;0;0;0
30.09.2010;0713503087;Wagenhausen;0;0;0
30.09.2010;0713503089;Weiler b Gevenich, Eifel;0;0;0
30.09.2010;0713503091;Wollmerath;0;0;0
30.09.2010;0713503501;Bad Bertrich;0;0;0
30.09.2010;0713504;Treis-Karden, Verbandsgem.;0;0;0
30.09.2010;0713504009;Binningen;0;0;0
30.09.2010;0713504014;Brieden;0;0;0
30.09.2010;0713504016;Brohl;0;0;0
30.09.2010;0713504022;Dünfus;0;0;0
30.09.2010;0713504031;Forst (Eifel);0;0;0
30.09.2010;0713504044;Kail;0;0;0
30.09.2010;0713504050;Lahr, Hunsrück;0;0;0
30.09.2010;0713504053;Lieg;0;0;0
30.09.2010;0713504056;Lütz;0;0;0
30.09.2010;0713504062;Möntenich;0;0;0
30.09.2010;0713504063;Mörsdorf, Hunsrück;0;0;0
30.09.2010;0713504065;Moselkern;0;0;0
30.09.2010;0713504066;Müden (Mosel);0;0;0
30.09.2010;0713504072;Pommern;0;0;0
30.09.2010;0713504075;Roes;0;0;0
30.09.2010;0713504082;Treis-Karden;0;0;0
30.09.2010;0713504094;Zilshausen;0;0;0
30.09.2010;0713505;Zell (Mosel), Verbandsgem.;11;1355;53435
30.09.2010;0713505001;Alf;1;.;.
30.09.2010;0713505003;Altlay;0;0;0
30.09.2010;0713505004;Altstrimmig;0;0;0
30.09.2010;0713505010;Blankenrath;2;.;.
30.09.2010;0713505013;Briedel;0;0;0
30.09.2010;0713505019;Bullay;2;.;.
30.09.2010;0713505032;Forst (Hunsrück);0;0;0
30.09.2010;0713505037;Grenderich;2;.;.
30.09.2010;0713505039;Haserich;0;0;0
30.09.2010;0713505041;Hesweiler;0;0;0
30.09.2010;0713505054;Liesenich;0;0;0
30.09.2010;0713505061;Mittelstrimmig;0;0;0
30.09.2010;0713505064;Moritzheim;0;0;0
30.09.2010;0713505068;Neef;0;0;0
30.09.2010;0713505070;Panzweiler;0;0;0
30.09.2010;0713505071;Peterswald-Löffelscheid;0;0;0
30.09.2010;0713505073;Pünderich;0;0;0
30.09.2010;0713505074;Reidenhausen;0;0;0
30.09.2010;0713505076;Sankt Aldegund;0;0;0
30.09.2010;0713505077;Schauren b Blankenrath;0;0;0
30.09.2010;0713505080;Sosberg;0;0;0
30.09.2010;0713505081;Tellig;0;0;0
30.09.2010;0713505088;Walhausen;0;0;0
30.09.2010;0713505092;Zell (Mosel);4;.;.
30.09.2010;0713700003;Andernach, verbandsfr. Gemeinde;24;4572;186529
30.09.2010;0713700068;Mayen, verbandsfr. Gemeinde;24;2141;77524
30.09.2010;0713700203;Bendorf, Rhein, verbandsfr. Gemeinde;9;489;17500
30.09.2010;0713701;Pellenz, Verbandsgem.;17;1047;38098
30.09.2010;0713701056;Kretz;2;.;.
30.09.2010;0713701057;Kruft;8;.;.
30.09.2010;0713701081;Nickenich;1;.;.
30.09.2010;0713701088;Plaidt;6;.;.
30.09.2010;0713701096;Saffig;0;0;0
30.09.2010;0713702;Maifeld, Verbandsgem.;10;1370;43085
30.09.2010;0713702023;Einig;0;0;0
30.09.2010;0713702027;Gappenach;0;0;0
30.09.2010;0713702029;Gering;0;0;0
30.09.2010;0713702030;Gierschnach;0;0;0
30.09.2010;0713702041;Kalt;0;0;0
30.09.2010;0713702048;Kerben;0;0;0
30.09.2010;0713702053;Kollig;0;0;0
30.09.2010;0713702065;Lonnig;0;0;0
30.09.2010;0713702070;Mertloch;0;0;0
30.09.2010;0713702080;Naunheim;0;0;0
30.09.2010;0713702086;Ochtendung;5;.;.
30.09.2010;0713702087;Pillig;0;0;0
30.09.2010;0713702089;Polch;5;.;.
30.09.2010;0713702095;Rüber;0;0;0
30.09.2010;0713702102;Trimbs;0;0;0
30.09.2010;0713702112;Welling;0;0;0
30.09.2010;0713702114;Wierschem;0;0;0
30.09.2010;0713702501;Münstermaifeld;0;0;0
30.09.2010;0713703;Vordereifel, Verbandsgem.;10;.;.
30.09.2010;0713703001;Acht;0;0;0
30.09.2010;0713703004;Anschau;0;0;0
30.09.2010;0713703006;Arft;0;0;0
30.09.2010;0713703007;Baar;1;.;.
30.09.2010;0713703011;Bermel;0;0;0
30.09.2010;0713703014;Boos, Eifel;0;0;0
30.09.2010;0713703019;Ditscheid;0;0;0
30.09.2010;0713703025;Ettringen, Eifel;3;.;.
30.09.2010;0713703034;Hausten;0;0;0
30.09.2010;0713703035;Herresbach;0;0;0
30.09.2010;0713703036;Hirten;0;0;0
30.09.2010;0713703043;Kehrig;0;0;0
30.09.2010;0713703049;Kirchwald;1;.;.
30.09.2010;0713703055;Kottenheim;3;.;.
30.09.2010;0713703060;Langenfeld, Eifel;1;.;.
30.09.2010;0713703061;Langscheid;0;0;0
30.09.2010;0713703063;Lind b Mayen;0;0;0
30.09.2010;0713703066;Luxem;0;0;0
30.09.2010;0713703074;Monreal;0;0;0
30.09.2010;0713703077;Münk;1;.;.
30.09.2010;0713703079;Nachtsheim;0;0;0
30.09.2010;0713703092;Reudelsterz;0;0;0
30.09.2010;0713703097;Sankt Johann b Mayen;0;0;0
30.09.2010;0713703099;Siebenbach;0;0;0
30.09.2010;0713703105;Virneburg;0;0;0
30.09.2010;0713703110;Weiler b Mayen;0;0;0
30.09.2010;0713703113;Welschenbach;0;0;0
30.09.2010;0713704;Mendig, Verbandsgem.;8;570;20332
30.09.2010;0713704008;Bell;2;.;.
30.09.2010;0713704069;Mendig;5;.;.
30.09.2010;0713704093;Rieden, Eifel;1;.;.
30.09.2010;0713704101;Thür;0;0;0
30.09.2010;0713704106;Volkesfeld;0;0;0
30.09.2010;0713705;Rhens, Verbandsgem.;2;.;.
30.09.2010;0713705204;Brey;0;0;0
30.09.2010;0713705221;Rhens;1;.;.
30.09.2010;0713705223;Spay;1;.;.
30.09.2010;0713705227;Waldesch;0;0;0
30.09.2010;0713706;Untermosel, Verbandsgem.;5;.;.
30.09.2010;0713706201;Alken;0;0;0
30.09.2010;0713706205;Brodenbach;0;0;0
30.09.2010;0713706206;Burgen, Mosel;0;0;0
30.09.2010;0713706207;Dieblich;1;.;.
30.09.2010;0713706208;Hatzenport;0;0;0
30.09.2010;0713706212;Kobern-Gondorf;0;0;0
30.09.2010;0713706214;Löf;1;.;.
30.09.2010;0713706215;Macken;0;0;0
30.09.2010;0713706217;Niederfell;1;.;.
30.09.2010;0713706219;Nörtershausen;0;0;0
30.09.2010;0713706220;Oberfell;0;0;0
30.09.2010;0713706230;Winningen, Mosel;1;.;.
30.09.2010;0713706231;Wolken;1;.;.
30.09.2010;0713706504;Lehmen;0;0;0
30.09.2010;0713707;Vallendar, Verbandsgem.;2;.;.
30.09.2010;0713707218;Niederwerth;0;0;0
30.09.2010;0713707224;Urbar b Koblenz am Rhein;2;.;.
30.09.2010;0713707226;Vallendar;0;0;0
30.09.2010;0713707229;Weitersburg;0;0;0
30.09.2010;0713708;Weißenthurm, Verbandsgem.;22;2140;75559
30.09.2010;0713708202;Bassenheim;2;.;.
30.09.2010;0713708209;Kaltenengers;0;0;0
30.09.2010;0713708211;Kettig;0;0;0
30.09.2010;0713708216;Mülheim-Kärlich;10;.;.
30.09.2010;0713708222;Sankt Sebastian;0;0;0
30.09.2010;0713708225;Urmitz;5;.;.
30.09.2010;0713708228;Weißenthurm;5;.;.
30.09.2010;0713709;Rhein-Mosel;-;-;-
30.09.2010;0713709201;Alken;-;-;-
30.09.2010;0713709204;Brey;-;-;-
30.09.2010;0713709205;Brodenbach;-;-;-
30.09.2010;0713709206;Burgen;-;-;-
30.09.2010;0713709207;Dieblich;-;-;-
30.09.2010;0713709208;Hatzenport;-;-;-
30.09.2010;0713709212;Kobern-Gondorf;-;-;-
30.09.2010;0713709214;Löf;-;-;-
30.09.2010;0713709215;Macken;-;-;-
30.09.2010;0713709217;Niederfell;-;-;-
30.09.2010;0713709219;Nörtershausen;-;-;-
30.09.2010;0713709220;Oberfell;-;-;-
30.09.2010;0713709221;Rhens;-;-;-
30.09.2010;0713709223;Spay;-;-;-
30.09.2010;0713709227;Waldesch;-;-;-
30.09.2010;0713709230;Winningen;-;-;-
30.09.2010;0713709231;Wolken;-;-;-
30.09.2010;0713709504;Lehmen;-;-;-
30.09.2010;0713800045;Neuwied, verbandsfr. Gemeinde;40;4749;193658
30.09.2010;0713801;Asbach, Verbandsgem.;30;3671;142399
30.09.2010;0713801003;Asbach, Westerwald;5;.;.
30.09.2010;0713801044;Neustadt (Wied);8;.;.
30.09.2010;0713801077;Windhagen;5;.;.
30.09.2010;0713801080;Buchholz (Westerwald);12;.;.
30.09.2010;0713802;Bad Hönningen, Verbandsgem.;7;.;.
30.09.2010;0713802004;Bad Hönningen;6;.;.
30.09.2010;0713802024;Hammerstein;0;0;0
30.09.2010;0713802038;Leutesdorf;0;0;0
30.09.2010;0713802063;Rheinbrohl;1;.;.
30.09.2010;0713803;Dierdorf, Verbandsgem.;7;.;.
30.09.2010;0713803012;Dierdorf;4;.;.
30.09.2010;0713803023;Großmaischeid;2;.;.
30.09.2010;0713803031;Isenburg;0;0;0
30.09.2010;0713803034;Kleinmaischeid;1;.;.
30.09.2010;0713803069;Stebach;0;0;0
30.09.2010;0713803201;Marienhausen;0;0;0
30.09.2010;0713804;Linz am Rhein, Verbandsgem.;20;1421;44228
30.09.2010;0713804009;Dattenberg;2;.;.
30.09.2010;0713804037;Leubsdorf, Rhein;0;0;0
30.09.2010;0713804041;Linz am Rhein;8;.;.
30.09.2010;0713804055;Ockenfels;0;0;0
30.09.2010;0713804068;St. Katharinen (Landkreis Neuwied);8;.;.
30.09.2010;0713804075;Vettelschoß;2;.;.
30.09.2010;0713804501;Kasbach-Ohlenberg;0;0;0
30.09.2010;0713805;Puderbach, Verbandsgem.;16;1271;39160
30.09.2010;0713805011;Dernbach b Dierdorf;9;.;.
30.09.2010;0713805013;Döttesfeld;0;0;0
30.09.2010;0713805014;Dürrholz;2;.;.
30.09.2010;0713805025;Hanroth;0;0;0
30.09.2010;0713805027;Harschbach;1;.;.
30.09.2010;0713805040;Linkenbach;0;0;0
30.09.2010;0713805048;Niederhofen;0;0;0
30.09.2010;0713805050;Niederwambach;0;0;0
30.09.2010;0713805052;Oberdreis;0;0;0
30.09.2010;0713805057;Puderbach;1;.;.
30.09.2010;0713805058;Ratzert;0;0;0
30.09.2010;0713805059;Raubach;2;.;.
30.09.2010;0713805064;Rodenbach bei Puderbach;0;0;0
30.09.2010;0713805070;Steimel;1;.;.
30.09.2010;0713805074;Urbach, Westerwald;0;0;0
30.09.2010;0713805078;Woldert;0;0;0
30.09.2010;0713806;Rengsdorf, Verbandsgem.;20;1819;62544
30.09.2010;0713806002;Anhausen;3;.;.
30.09.2010;0713806005;Bonefeld;1;.;.
30.09.2010;0713806015;Ehlscheid;0;0;0
30.09.2010;0713806026;Hardert;0;0;0
30.09.2010;0713806030;Hümmerich;0;0;0
30.09.2010;0713806036;Kurtscheid;5;.;.
30.09.2010;0713806042;Meinborn;0;0;0
30.09.2010;0713806043;Melsbach;0;0;0
30.09.2010;0713806053;Oberhonnefeld-Gierend;2;.;.
30.09.2010;0713806054;Oberraden;1;.;.
30.09.2010;0713806061;Rengsdorf;4;.;.
30.09.2010;0713806066;Rüscheid;1;.;.
30.09.2010;0713806071;Straßenhaus;2;.;.
30.09.2010;0713806072;Thalhausen;1;.;.
30.09.2010;0713807;Unkel, Verbandsgem.;8;.;.
30.09.2010;0713807008;Bruchhausen;0;0;0
30.09.2010;0713807019;Erpel;0;0;0
30.09.2010;0713807062;Rheinbreitbach;5;.;.
30.09.2010;0713807073;Unkel;3;.;.
30.09.2010;0713808;Waldbreitbach, Verbandsgem.;2;.;.
30.09.2010;0713808006;Breitscheid Kr Neuwied;1;.;.
30.09.2010;0713808007;Hausen (Wied);0;0;0
30.09.2010;0713808010;Datzeroth;0;0;0
30.09.2010;0713808047;Niederbreitbach;1;.;.
30.09.2010;0713808065;Roßbach, Wied;0;0;0
30.09.2010;0713808076;Waldbreitbach;0;0;0
30.09.2010;0714000501;Boppard, verbandsfr. Gemeinde;7;.;.
30.09.2010;0714002;Emmelshausen, Verbandsgem.;11;.;.
30.09.2010;0714002005;Badenhard;0;0;0
30.09.2010;0714002014;Bickenbach, Hunsrück;0;0;0
30.09.2010;0714002016;Birkheim;0;0;0
30.09.2010;0714002031;Dörth;3;.;.
30.09.2010;0714002036;Emmelshausen;2;.;.
30.09.2010;0714002043;Gondershausen;1;.;.
30.09.2010;0714002045;Halsenbach;3;.;.
30.09.2010;0714002047;Hausbay;0;0;0
30.09.2010;0714002060;Hungenroth;1;.;.
30.09.2010;0714002063;Karbach, Hunsrück;0;0;0
30.09.2010;0714002075;Kratzenburg;0;0;0
30.09.2010;0714002084;Leiningen;1;.;.
30.09.2010;0714002087;Lingerhahn;0;0;0
30.09.2010;0714002089;Maisborn;0;0;0
30.09.2010;0714002093;Mermuth;0;0;0
30.09.2010;0714002098;Mühlpfad;0;0;0
30.09.2010;0714002102;Ney;0;0;0
30.09.2010;0714002108;Niedert;0;0;0
30.09.2010;0714002110;Norath;0;0;0
30.09.2010;0714002117;Pfalzfeld;0;0;0
30.09.2010;0714002140;Schwall;0;0;0
30.09.2010;0714002149;Thörlingen;0;0;0
30.09.2010;0714002156;Utzenhain;0;0;0
30.09.2010;0714002201;Beulich;0;0;0
30.09.2010;0714002205;Morshausen;0;0;0
30.09.2010;0714003;Kastellaun, Verbandsgem.;13;983;22777
30.09.2010;0714003001;Alterkülz;1;.;.
30.09.2010;0714003009;Bell (Hunsrück);0;0;0
30.09.2010;0714003010;Beltheim;4;.;.
30.09.2010;0714003018;Braunshorn;0;0;0
30.09.2010;0714003021;Buch, Hunsrück;0;0;0
30.09.2010;0714003042;Gödenroth;1;.;.
30.09.2010;0714003046;Hasselbach, Hunsrück;0;0;0
30.09.2010;0714003055;Hollnich;0;0;0
30.09.2010;0714003064;Kastellaun;4;.;.
30.09.2010;0714003073;Korweiler;0;0;0
30.09.2010;0714003095;Michelbach, Hunsrück;0;0;0
30.09.2010;0714003131;Roth, Rhein-Hunsrück-Kr;0;0;0
30.09.2010;0714003147;Spesenroth;0;0;0
30.09.2010;0714003153;Uhler;0;0;0
30.09.2010;0714003202;Dommershausen;2;.;.
30.09.2010;0714003204;Mastershausen;1;.;.
30.09.2010;0714003502;Lahr;-;-;-
30.09.2010;0714003503;Mörsdorf;-;-;-
30.09.2010;0714003504;Zilshausen;-;-;-
30.09.2010;0714004;Kirchberg (Hunsrück), Verbandsgem.;9;735;20771
30.09.2010;0714004006;Bärenbach b Simmern, Hunsrück;0;0;0
30.09.2010;0714004007;Belg;0;0;0
30.09.2010;0714004024;Büchenbeuren;0;0;0
30.09.2010;0714004028;Dickenschied;0;0;0
30.09.2010;0714004029;Dill;0;0;0
30.09.2010;0714004030;Dillendorf;0;0;0
30.09.2010;0714004040;Gehlweiler;0;0;0
30.09.2010;0714004041;Gemünden, Hunsrück;0;0;0
30.09.2010;0714004044;Hahn;0;0;0
30.09.2010;0714004048;Hecken;0;0;0
30.09.2010;0714004049;Heinzenbach;1;.;.
30.09.2010;0714004050;Henau;1;.;.
30.09.2010;0714004053;Hirschfeld (Hunsrück);0;0;0
30.09.2010;0714004062;Kappel;0;0;0
30.09.2010;0714004067;Kirchberg (Hunsrück);4;.;.
30.09.2010;0714004071;Kludenbach;0;0;0
30.09.2010;0714004081;Laufersweiler;0;0;0
30.09.2010;0714004082;Lautzenhausen;1;.;.
30.09.2010;0714004086;Lindenschied;0;0;0
30.09.2010;0714004090;Maitzborn;0;0;0
30.09.2010;0714004094;Metzenhausen;0;0;0
